interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2025-07-07T10:00:00-05:00,2025-07-07 15:00:00+00:00,2025-07-07T10:15:00-05:00,2025-07-07 15:15:00+00:00,SBEAN_BESS,22.49
2025-07-07T10:15:00-05:00,2025-07-07 15:15:00+00:00,2025-07-07T10:30:00-05:00,2025-07-07 15:30:00+00:00,SBEAN_BESS,22.74
2025-07-07T10:30:00-05:00,2025-07-07 15:30:00+00:00,2025-07-07T10:45:00-05:00,2025-07-07 15:45:00+00:00,SBEAN_BESS,23.35
2025-07-07T10:45:00-05:00,2025-07-07 15:45:00+00:00,2025-07-07T11:00:00-05:00,2025-07-07 16:00:00+00:00,SBEAN_BESS,23.1
2025-07-07T11:00:00-05:00,2025-07-07 16:00:00+00:00,2025-07-07T11:15:00-05:00,2025-07-07 16:15:00+00:00,SBEAN_BESS,23.59
2025-07-07T11:15:00-05:00,2025-07-07 16:15:00+00:00,2025-07-07T11:30:00-05:00,2025-07-07 16:30:00+00:00,SBEAN_BESS,23.31
2025-07-07T11:30:00-05:00,2025-07-07 16:30:00+00:00,2025-07-07T11:45:00-05:00,2025-07-07 16:45:00+00:00,SBEAN_BESS,22.94
2025-07-07T11:45:00-05:00,2025-07-07 16:45:00+00:00,2025-07-07T12:00:00-05:00,2025-07-07 17:00:00+00:00,SBEAN_BESS,23.08
2025-07-07T12:00:00-05:00,2025-07-07 17:00:00+00:00,2025-07-07T12:15:00-05:00,2025-07-07 17:15:00+00:00,SBEAN_BESS,23.26
2025-07-07T12:15:00-05:00,2025-07-07 17:15:00+00:00,2025-07-07T12:30:00-05:00,2025-07-07 17:30:00+00:00,SBEAN_BESS,24.8
2025-07-07T12:30:00-05:00,2025-07-07 17:30:00+00:00,2025-07-07T12:45:00-05:00,2025-07-07 17:45:00+00:00,SBEAN_BESS,23.85
2025-07-07T12:45:00-05:00,2025-07-07 17:45:00+00:00,2025-07-07T13:00:00-05:00,2025-07-07 18:00:00+00:00,SBEAN_BESS,25.95
