interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2025-01-11T12:00:00-06:00,2025-01-11 18:00:00+00:00,2025-01-11T13:00:00-06:00,2025-01-11 19:00:00+00:00,SBEAN_BESS,0.08
2025-01-11T13:00:00-06:00,2025-01-11 19:00:00+00:00,2025-01-11T14:00:00-06:00,2025-01-11 20:00:00+00:00,SBEAN_BESS,-1.33
2025-01-11T14:00:00-06:00,2025-01-11 20:00:00+00:00,2025-01-11T15:00:00-06:00,2025-01-11 21:00:00+00:00,SBEAN_BESS,-1.92
2025-01-11T15:00:00-06:00,2025-01-11 21:00:00+00:00,2025-01-11T16:00:00-06:00,2025-01-11 22:00:00+00:00,SBEAN_BESS,-1.46
2025-01-11T16:00:00-06:00,2025-01-11 22:00:00+00:00,2025-01-11T17:00:00-06:00,2025-01-11 23:00:00+00:00,SBEAN_BESS,3.6
2025-01-11T17:00:00-06:00,2025-01-11 23:00:00+00:00,2025-01-11T18:00:00-06:00,2025-01-12 00:00:00+00:00,SBEAN_BESS,33.95
2025-01-11T18:00:00-06:00,2025-01-12 00:00:00+00:00,2025-01-11T19:00:00-06:00,2025-01-12 01:00:00+00:00,SBEAN_BESS,44.5
2025-01-11T19:00:00-06:00,2025-01-12 01:00:00+00:00,2025-01-11T20:00:00-06:00,2025-01-12 02:00:00+00:00,SBEAN_BESS,34.92
2025-01-11T20:00:00-06:00,2025-01-12 02:00:00+00:00,2025-01-11T21:00:00-06:00,2025-01-12 03:00:00+00:00,SBEAN_BESS,40.94
2025-01-11T21:00:00-06:00,2025-01-12 03:00:00+00:00,2025-01-11T22:00:00-06:00,2025-01-12 04:00:00+00:00,SBEAN_BESS,40.38
2025-01-11T22:00:00-06:00,2025-01-12 04:00:00+00:00,2025-01-11T23:00:00-06:00,2025-01-12 05:00:00+00:00,SBEAN_BESS,44.83
2025-01-11T23:00:00-06:00,2025-01-12 05:00:00+00:00,2025-01-12T00:00:00-06:00,2025-01-12 06:00:00+00:00,SBEAN_BESS,42.93
